Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard,Build,Triple,Dual,32GB 3GB RAM,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,16GB 2GB RAM,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Alert types,Clock,Alarm,Languages
b'alcatel',b'alcatel 5',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2018, February'","b'Available. Released 2018, February'",b'152.3 x 71.1 x 8.4 mm (6.00 x 2.80 x 0.33 in)',b'144 g (5.08 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5086A',b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~77.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'microSDXC',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'12 MP, f/2.2, 1/2.9"", 1.25\xc2\xb5m, AF'",b'1080p@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (5086Y only)',b'Wireless FM radio (no wired headphones required)',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Metallic Gold, Metallic Black'",b'About 230 EUR',b'HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y',"b'1, 3, 7, 8, 20, 28 - 5086D/Y'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-T860MP2',"b'Dual-LED dual-tone flash, HDR, panorama'","b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5086A'",,b'eMMC 5.1',,,,,,,,,,"b'5086D, , 5086Y, 5086A'",,,,,,,,,"b'13 MP, f/2.0, 1.4\xc2\xb5m 5 MP, depth sensor'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3v',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3v.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2018, February'","b'Available. Released 2018, February'",b'162 x 76 x 8.1 mm (6.38 x 2.99 x 0.32 in)',b'155 g (5.47 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5099A',b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~75.5% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Android 8.0 (Oreo)',b'Mediatek MT8735A',b'Quad-core 1.45 GHz Cortex-A53',b'microSDXC',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'5 MP',b'1080p@30fps',,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5099Y only)',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Spectrum Black, Spectrum Blue, Spectrum Gold'",b'About 160 EUR',b'HSDPA 850 / 900 / 1900 / 2100 - 5099Y/D/U/I',"b'1, 3, 7, 8, 20, 28, 38 - 5099Y/D'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-T720MP2',"b'LED flash, HDR, panorama'","b'1, 3, 5, 7, 8, 20, 28, 38, 40 - 5099U/I'",b'LED flash',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5099A'",,,,,,,,,,"b'5099Y, 5099A, 5099D, 5099U, 5099I'",,,,,,,,,"b'12 MP, f/2.2, 1/2.8"", 1.25 \xce\xbcm, PDAF 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3x (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3x-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)',,,"b'2018, February'","b'Available. Released 2018, May'",b'153.5 x 71.6 x 8.5 mm (6.04 x 2.82 x 0.33 in)',b'144 g (5.08 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100 - 5058I/T/Y',b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.3% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'',b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5058Y only)',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Metallic Black, Metallic Blue, Metallic Gold - EU/MEASpectrum Black, Spectrum Blue, Spectrum Gold - LATAM'",b'About 130 EUR',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5058A/J',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5058A/J'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'",b'PowerVR GE8100',"b'Dual-LED dual-tone flash, HDR, panorama'","b'1, 3, 5, 7, 8, 20, 28, 38, 40 - 5058I/T'",b'LED flash',b'eMMC 5.1',,,,,,,,,,"b'5058, 5058I, 5058T, 5058Y, 5058A, 5058J'",,,,,,,,,b'',,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2018, February'","b'Available. Released 2018, May'",b'147.1 x 68.8 x 8.5 mm (5.79 x 2.71 x 0.33 in)',b'145 g (5.11 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100 - 5052Y/D',b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 8.0 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'microSDXC',b'16GB 2GB RAM',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5052Y only)',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Spectrum Black, Spectrum Gold (LATAM), Spectrum Black, Spectrum Blue (APAC), Spectrum Black, Spectrum Blue, Spectrum Gold (EU/MEA)'",b'About 170 EUR',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5052A',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5052A'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'",b'PowerVR GE8100',"b'LED flash, HDR, panorama'","b'1, 3, 7, 8, 20 - 5052Y/D'",b'LED flash',b'eMMC 5.1',,,,,,,,,,"b'5052D, 5052A, 5052Y'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1x',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1x-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2018, February'","b'Available. Released 2018, May'",b'147.5 x 70.6 x 9.1 mm (5.81 x 2.78 x 0.36 in)',b'151 g (5.33 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100 - 5059X/Y/D/J/T/I',b'IPS LCD',"b'5.3 inches, 72.5 cm2 (~69.6% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~203 ppi density)'","b'Android 8.1 (Oreo) - 5059D only, Android 8.1 Oreo (Go edition) - all other models'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'microSDHC',"b'16GB 1GB RAM, 16GB 2GB RAM'","b'8 MP, f/2.0, 1/4.0"", 1.12\xc2\xb5m, AF 13 MP (5059D only)'",b'1080p@30fps',b'5 MP',b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5059Y only)',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted, 5059A/J only), accelerometer, proximity'",b'Li-Ion 2460 mAh battery',,"b'Black, Blue (EU, MEA, APAC); Black, Gold, Rose Gold (LATAM)'",b'About 100 EUR',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5059A'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'PowerVR GE8100',"b'LED flash, HDR'","b'1, 2, 3, 4, 5, 7, 12, 13, 17, 28 - 5059J'",b'LED flash',b'eMMC 5.1',,,,,,,,,,"b'5059, 5059D, 5059I, 5059A, 5059Y, 5059X, 5059J, 5059T, 5059Z'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3c',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3c-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)',,,"b'2018, January'","b'Available. Released 2018, May'",b'161 x 76 x 7.9 mm (6.34 x 2.99 x 0.31 in)',b'169 g (5.96 oz)',b'Dual SIM (dual stand-by)',,b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~75.9% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT8321 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDXC',b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Gold, Blue'",b'About 130 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-400',"b'LED flash, HDR, panorama'",,,,,,,,,,,,,b'5026D',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3088',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3088.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',b'2019',b'Available. Released 2019',b'125.2 x 50.5 x 12.8 mm (4.93 x 1.99 x 0.50 in)',b'90 g (3.17 oz)',b'Nano-SIM',b'HSDPA 850 / 900 / 1900 / 2100',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~28.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'KaiOS',b'Spreadtrum SC9820E',b'Dual-core (2x1.3 GHz Cortex-A7)',b'No',b'4GB 512MB',b'2 MP',b'480p',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'',b'Li-Ion 1530 mAh battery',b'Up to 15 h (2G) / Up to 9 h (3G)',"b'Black, Gray, Blue'",b'About 50 EUR',,"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",,b'LED flash',"b'1, 3, 5, 7, 8, 28, 38, 40'",,"b'MP3/MP4/H.263 player Photo viewer Organizer Facebook, Whatsapp, YouTube, Google Maps'",b'Up to 300 h (2G) / Up to 300 h (3G)',,,,,,,,,"b'3088X, 3088T'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1T 10',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1t-10.jpg',b'No cellular connectivity',b'N/A',b'No',b'Yes',"b'2018, February'","b'Available. Released 2018, June'",b'255 x 155 x 9.4 mm (10.04 x 6.10 x 0.37 in)',b'415 g (14.64 oz)',b'No',,b'TFT',"b'10.1 inches, 295.8 cm2 (~74.8% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT8321 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',b'2 MP',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4000 mAh, non-removable'",,"b'Gray, Dark Blue'",b'About 100 EUR',,,b'No',b'Mali-400',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1T 7',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1t-7.jpg',b'No cellular connectivity',b'N/A',b'No',b'Yes',"b'2018, February'","b'Available. Released 2018, June'",b'189.5 x 111 x 9.2 mm (7.46 x 4.37 x 0.36 in)',b'245 g (8.64 oz)',b'No',,b'TFT',"b'7.0 inches, 137.9 cm2 (~65.6% screen-to-body ratio)'","b'1024 x 600 pixels, 16:9 ratio (~170 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT8321A/D (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',b'2 MP',b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2580 mAh, non-removable'",,"b'Gray, Dark Blue'",b'About 70 EUR',,,b'No',b'Mali-400',,,,,,,,,,,,,,b'9009G',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
