Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard,Build,Triple,Dual,32GB 3GB RAM,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,16GB 2GB RAM,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Alert types,Clock,Alarm,Languages
b'allview',b'Allview Allwatch Hybrid T',b'https://fdn2.gsmarena.com/vv/bigpic/allview-hybrid-t.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2018, December'","b'Available. Released 2018, December'",b'50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)',b'88 g (3.10 oz)',b'No',b'No',b'LCD',"b'1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~278 ppi density)'",,,,b'No',,,,,,b'No',b'No',b'No',"b'4.2, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 200 mAh, non-removable'",,b'Black',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview Allwatch Hybrid S',b'https://fdn2.gsmarena.com/vv/bigpic/allview-hybrid-s.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2018, December'","b'Available. Released 2018, December'",b'50.6 x 44 x 14.6 mm (1.99 x 1.73 x 0.57 in)',b'88 g (3.10 oz)',b'No',b'No',b'LCD',"b'1.22 inches, 4.8 cm2 (~21.6% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~278 ppi density)'",,,,b'No',,,,,,b'No',b'No',b'No',"b'4.2, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 200 mAh, non-removable'",,b'Dark Gray',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview A10 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/allview-a10-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, November'","b'Available. Released 2018, November'",b'151 x 71.8 x 9.6 mm (5.94 x 2.83 x 0.38 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",,b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~67.9% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'",b'720p',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2200 mAh battery',,b'Gray',,b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',b'Mali-400MP2',"b'LED flash, HDR'",,b'LED flash',,,,,,,,,,,,,b'0.99 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview Soul X5 Style',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5-style.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, November'","b'Available. Released 2018, November'",b'157.2 x 76.3 x 8.1 mm (6.19 x 3.00 x 0.32 in)',b'168 g (5.93 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'eMMC 5.1',b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~80.7% screen-to-body ratio)'",b'720 x 1500 pixels (~268 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',"b'8 MP, f/2.2'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Blue, Gold'",b'About 220 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'",b'PowerVR GE8320',"b'LED flash, HDR'",,b'LED flash',,,,,,,,,b'Corning Gorilla Glass 3',,,,b'1.21 W/kg (head)',,,,,,,"b'13 MP, AF 2 MP, (depth)'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview Allwatch V',b'https://fdn2.gsmarena.com/vv/bigpic/allview-allwatch-v.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2018, June'","b'Available. Released 2018, June'",b'42 x 40 x 9.4 mm (1.65 x 1.57 x 0.37 in)',b'39 g (1.38 oz)',b'No',b'IP54',b'LCD',"b'1.3 inches, 5.5 cm2 (~32.5% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~261 ppi density)'",,,,b'No',,,,,,b'No',b'No',b'No',"b'4.0, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Po 130 mAh, non-removable'",,b'Black',,,,,,,b'No',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Yes',b'Yes',"b'SMS, Email, IM'",b'No',b'No',,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview Soul X5 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, August'","b'Available. Released 2018, August'",b'149.4 x 70.2 x 8.8 mm (5.88 x 2.76 x 0.35 in)',b'156 g (5.50 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'eMMC 5.1',b'IPS LCD',"b'5.67 inches, 81.0 cm2 (~77.2% screen-to-body ratio)'",b'720 x 1498 pixels (~293 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',b'5 MP',b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3050 mAh, non-removable'",,"b'Black, Gold'",,b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE'",b'PowerVR GE8100',"b'LED flash, HDR'",,,,,,,,,,,b'Asahi Glass',,,,b'0.66 W/kg (head)',,,,,,,"b'13 MP, AF 0.3 MP, (depth)'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview P10 Style',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p10-style.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, October'","b'Available. Released 2018, October'",b'145.8 x 70 x 8.8 mm (5.74 x 2.76 x 0.35 in)',b'140 g (4.94 oz)',b'Hybrid Dual SIM (Micro-SIM/Nano SIM)',b'eMMC 5.1',b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739M (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 a/b/g/n',"b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 2300 mAh, non-removable'",,"b'Black, Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'PowerVR GE8100',b'LED flash',,,,,,,,,,,,,,,b'1.26 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview X5 Soul',b'https://fdn2.gsmarena.com/vv/bigpic/allview-soul-x5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, August'","b'Available. Released 2018, August'",b'149 x 72 x 7.9 mm (5.87 x 2.83 x 0.31 in)',b'185 g (6.53 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'eMMC 5.1',b'IPS LCD',"b'5.86 inches, 85.7 cm2 (~79.9% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~287 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,b'Black',,b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40, 41'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'",b'PowerVR GE8320',"b'LED flash, HDR, panorama'",,,,,,,,,,,,,b'X5_Soul',,b'0.89 W/kg (head)',,,,,,,"b'16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview Soul X5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/allview-x5-soul-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, June'","b'Available. Released 2018, June'",b'155 x 75.5 x 7.9 mm (6.10 x 2.97 x 0.31 in)',b'210 g (7.41 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'eMMC 5.1',b'IPS LCD',"b'6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)'","b'1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6771 Helio P60 (12 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,b'Gold',b'About 330 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40'","b'HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps'",b'Mali-G72 MP3',"b'LED flash, HDR, panorama'",,,,,,,,,,,b'Corning Gorilla Glass 3',b'Charging 10W Wireless charging',b'X5_Soul_Pro',,b'1.02 W/kg (head)',,,,,,,"b'16 MP, f/2.0, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'allview',b'Allview P8 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/allview-p8-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, January'","b'Available. Released 2018, January'",b'153 x 75.2 x 8 mm (6.02 x 2.96 x 0.31 in)',b'186.5 g (6.60 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'eMMC 5.0',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.45 GHz Cortex-A53',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,b'Gold',,b'HSDPA 900 / 2100',"b'1, 3, 7, 20, 38'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-T720MP2',"b'LED flash, HDR, panorama'",,,,,,,,,,,,,b'P8 PRO',,b'1.39 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,
