Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,128GB 6GB RAM,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q31',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q31.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, September 17'","b'Available. Released 2020, September 25'",b'147.9 x 71 x 8.7 mm (5.82 x 2.80 x 0.34 in)',b'145 g (5.11 oz)',b'Nano-SIM',b'IPS LCD',"b'5.7 inches, 81.1 cm2 (~77.2% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'",b'Android 10',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'32GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3000 mAh, non-removable'",b'Silver',,b'About 150 EUR',"b'13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, 120\xcb\x9a (ultrawide), 1/5.0"", 1.12\xc2\xb5m'",,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K31',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k31.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 12, 13, 25, 26, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, August 21'","b'Available. Released 2020, August 21'",b'147.8 x 71.1 x 8.6 mm (5.82 x 2.80 x 0.34 in)',b'146 g (5.15 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 81.1 cm2 (~77.2% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~295 ppi density)'","b'Android 10, LG UX 9.1'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'32GB 2GB RAM',b'CDMA 800 / 1900',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'5 MP, f/2.2, 24mm (wide), 1/5.0"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer'","b'Li-Ion 3000 mAh, non-removable'",b'Gray',"b'LM-K300Q, LMK300'",b'About 130 EUR',"b'13 MP, f/1.8, 27mm (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.2, 120\xcb\x9a (ultrawide), 1/5.0"", 1.12\xc2\xb5m'",,,,,b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Velvet 5G UW',b'https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-5g-uw-.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/75 Mbps, 5G 2Gbps'","b'2020, August 19'","b'Available. Released 2020, August 21'",b'167.2 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in)',b'-',b'Pre-installed Nano-SIM',b'P-OLED',"b'6.8 inches, 109.8 cm2 (~88.6% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',"b'Android 10, LG UX 9'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',b'CDMA 800 / 1900',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 120\xcb\x9a, 15mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps, gyro-EIS'","b'16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4300 mAh, non-removable'",b'Aurora Red',"b'LM-G900V, LM-G900V'",b'About 700 USD',,"b'260, 261 mmWave'",,b'Fast charging 25W Fast wireless charging 9W Quick Charge 4.0+ USB Power Delivery 3.0',,b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',b'UFS 2.1',,,"b'Glass front, glass back, aluminum frame'",,b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q61',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q61.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, May 21'","b'Available. Released 2020, May 29'",b'164.5 x 77.5 x 8.3 mm (6.48 x 3.05 x 0.33 in)',b'-',b'Nano-SIM',b'IPS LCD',"b'6.53 inches, 104.7 cm2 (~82.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'16 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'White',,b'About 270 EUR',,,"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 118\xcb\x9a, (ultrawide) 2 MP, f/2.4, (macro) 5 MP, f/2.4, (depth)'",,,,,,,,b'Scratch-resistant glass',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Stylo 6',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylo6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2020, May 20'","b'Available. Released 2020, May 20'",b'171.2 x 77.7 x 8.6 mm (6.74 x 3.06 x 0.34 in)',b'219 g (7.72 oz)',b'Nano-SIM',b'IPS LCD',"b'6.8 inches, 109.8 cm2 (~82.5% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',b'Android 10',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',b'Stylus',"b'13 MP, (wide), PDAF 5 MP, 120\xcb\x9a, (ultrawide) 5 MP, (depth)'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'13 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",b'White',"b'LMQ730TM, LM-Q730TM'",b'About 200 EUR',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Velvet',b'https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-4g.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28, 38, 40'","b'HSPA 42.2/5.76 Mbps, LTE-A (CA)'","b'2020, July 28'","b'Available. Released 2020, July 31'",b'167.1 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in)',b'180 g (6.35 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'P-OLED',"b'6.8 inches, 109.8 cm2 (~88.7% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',"b'Android 10, LG UX 9'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 120\xcb\x9a, 15mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps, gyro-EIS'","b'16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4300 mAh, non-removable'","b'Black, Aurora Silver'","b'LMG910EMW, LM-G910EMW'","b'\xe2\x82\xb9\xe2\x80\x8938,700'",,,,b'Fast charging 15W Fast wireless charging 9W Quick Charge 3.0',"b'\xe2\x82\xb9\xe2\x80\x8938,700'",b'UFS 2.1',,,,"b'Glass front, glass back, aluminum frame'",,b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Velvet 5G',b'https://fdn2.gsmarena.com/vv/bigpic/lg-velvet-.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/75 Mbps, 5G 2Gbps'","b'2020, May 07'","b'Available. Released 2020, May 15'",b'167.2 x 74.1 x 7.9 mm (6.58 x 2.92 x 0.31 in)',b'180 g (6.35 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'P-OLED',"b'6.8 inches, 109.8 cm2 (~88.6% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',"b'Android 10, upgradable to Android 11, LG UX'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'microSDXC (uses shared SIM slot)',"b'128GB 6GB RAM, 128GB 8GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 120\xcb\x9a, 15mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30/60fps, gyro-EIS'","b'16 MP, f/1.9, 29mm (standard), 1/3.06, 1.0\xc2\xb5m'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'FM radio (market/region dependent)',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4300 mAh, non-removable'","b'Aurora White, Aurora Green, Aurora Gray, Illusion Sunset, Red, Pink'","b'LM-G900N, LM-G900EM, LM-G900'",b'$\xe2\x80\x89767.98 / \xe2\x82\xac\xe2\x80\x89437.25',,"b'1, 3, 28, 78 SA/NSA'",,b'Fast charging 25W Fast wireless charging 9W Quick Charge 4.0+ USB Power Delivery 3.0',"b'$\xe2\x80\x891,099.00'",b'UFS 2.1',,,,"b'Glass front, glass back, aluminum frame'",,b'HDR',b'0.23 W/kg (head) \xc2\xa0 \xc2\xa0 1.02 W/kg (body)',b'AnTuTu: 297372 (v8) GeekBench: 1905 (v5.1) GFXBench: 16fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',b'Photo / Video',b'-23.5 LUFS (Very good)',b'Endurance rating 79h',b'$\xe2\x80\x89767.98',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Folder 2',b'https://fdn2.gsmarena.com/vv/bigpic/lg-folder2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, April 14'","b'Available. Released 2020, April 17'",b'107.9 x 55 x 18 mm (4.25 x 2.17 x 0.71 in)',b'127 g (4.48 oz)',b'Nano-SIM',b'IPS LCD',"b'2.8 inches, 24.3 cm2 (~40.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,,b'microSDXC',b'8GB 1GB RAM',b'External 0.9 inches monochrome display',,,b'Yes',b'2 MP',,b'Yes',,b'Wi-Fi 802.11 b/g/n',b'Yes',"b'Yes, with A-GPS'",b'No',b'FM radio',b'Yes',b'',"b'Li-Ion 1470 mAh, removable'","b'White, Platinum Gray'",,b'About 150 EUR',,,,,,b'Uses main camera',,,,,,,,,,,,,,"b'Practically unlimited entries and fields, Photocal'",b'Practically unlimited',"b'SMS(threaded view), MMS, Email, Push Email, IM'",b'Downloadable',b'No',,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V60 ThinQ 5G UW',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v60-thinq-5g-b.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat22; 5G'","b'2020, February 26'","b'Available. Released 2020, April 02'",b'169.3 x 77.6 x 8.9 mm (6.67 x 3.06 x 0.35 in)',b'218 g (7.69 oz)',b'Pre-installed Nano-SIM',"b'P-OLED, HDR10+'","b'6.8 inches, 109.8 cm2 (~83.6% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',b'Android 10',b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'microSDXC (uses shared SIM slot) - dual-SIM model',b'128GB 8GB RAM',b'CDMA 800 / 1900',"b'64 MP, f/1.8, 27mm (standard), 1/1.72"", 0.8\xc2\xb5m, Dual pixel PDAF, OIS 13 MP, f/1.9, 12mm (ultrawide), 1/3.4"", 1.0\xc2\xb5m 0.3 MP, TOF 3D, f/1.4, (depth)'","b'Dual-LED dual-tone flash, HDR, panorama'","b'8K@30fps, 4K@30/60fps, 1080p, HDR10+, 24-bit/192kHz stereo sound rec., gyro-EIS'","b'10 MP, f/1.9, 30mm (standard), 1/3.1"", 1.22\xc2\xb5m'","b'4K@30fps, gyro-EIS'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio (USA model only)',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 5000 mAh, non-removable'","b'Classy Blue, Classy White'","b'LM-V600VML,  LMV600VML'",b'About 870 EUR',,"b'260, 261 mmWave'",,b'Fast charging Quick Charge 4.0+ USB Power Delivery 2.0 Wireless charging',,b'CDMA2000 1xEV-DO',b'32-bit/192kHz audio 24-bit/192kHz audio recording',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',b'0.85 W/kg (head) \xc2\xa0 \xc2\xa0 1.12 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V60 ThinQ 5G',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v60-thinq-5g-b.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 12, 25, 26, 41, 46, 48, 66, 71 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat22; 5G'","b'2020, February 26'","b'Available. Released 2020, March 20'",b'169.3 x 77.6 x 8.9 mm (6.67 x 3.06 x 0.35 in)',b'213 g (Global)/ 218 g (Verizon) (7.51 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10+'","b'6.8 inches, 109.8 cm2 (~83.6% screen-to-body ratio)'",b'1080 x 2460 pixels (~395 ppi density)',b'Android 10',b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'microSDXC (uses shared SIM slot) - dual-SIM model',"b'128GB 8GB RAM, 256GB 8GB RAM'",b'CDMA 800 / 1900',"b'64 MP, f/1.8, 27mm (standard), 1/1.72"", 0.8\xc2\xb5m, Dual pixel PDAF, OIS 13 MP, f/1.9, 12mm (ultrawide), 1/3.4"", 1.0\xc2\xb5m 0.3 MP, TOF 3D, f/1.4, (depth)'","b'Dual-LED dual-tone flash, HDR, panorama'","b'8K@30fps, 4K@30/60fps, 1080p, HDR10+, 24-bit/192kHz stereo sound rec., gyro-EIS'","b'10 MP, f/1.9, 30mm (standard), 1/3.1"", 1.22\xc2\xb5m'","b'4K@30fps, gyro-EIS'","b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio (USA model only)',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 5000 mAh, non-removable'","b'Classy Blue, Classy White'",b'LM-V600',b'$\xe2\x80\x89444.44',,"b'2, 25, 41, 66, 71 SA/NSA/Sub6'",,b'Fast charging Quick Charge 4.0+ USB Power Delivery 2.0 Wireless charging',,b'CDMA2000 1xEV-DO',b'32-bit/192kHz audio 24-bit/192kHz audio recording',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,,,,,b'Endurance rating 103h',b'$\xe2\x80\x89444.44',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q51',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q51.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2020, February 25'","b'Available. Released 2020, February 26'",b'164.5 x 77.5 x 8.4 mm (6.48 x 3.05 x 0.33 in)',b'-',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 105.5 cm2 (~82.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~259 ppi density)'",b'Android 10',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'13 MP, (wide), PDAF 5 MP, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, (wide)'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Frozen White, Moonlight Titanium'",b'LM-Q510N',b'About 240 EUR',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG W10 Alpha',b'https://fdn2.gsmarena.com/vv/bigpic/lg-w10-alpha-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/150 Mbps'","b'2020, February 19'","b'Available. Released 2020, February 19'",b'147.3 x 71 x 8.9 mm (5.80 x 2.80 x 0.35 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.71 inches, 81.7 cm2 (~78.1% screen-to-body ratio)'","b'720 x 1512 pixels, 19:9 ratio (~293 ppi density)'",b'Android 9.0 (Pie)',b'Unisoc SC9863A (28nm)',b'Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)',b'IMG8322',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 5.1',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 3450 mAh, non-removable'","b'Black, Blue'","b'LMX210, LMX210LMW'",b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,
