Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard,Build,Triple,Dual,32GB 3GB RAM,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,16GB 2GB RAM,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Alert types,Clock,Alarm,Languages,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Candy',b'https://fdn2.gsmarena.com/vv/bigpic/lg-zone4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 5, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, August'","b'Available. Released 2018, September'",b'146.3 x 73.2 x 8.2 mm (5.76 x 2.88 x 0.32 in)',b'152 g (5.36 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.1.2 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A53',,b'microSDHC',b'16GB 2GB RAM',,,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'","b'Black, Gold, Blue, Silver'",,b'About 80 EUR',,,,,,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G7 Fit',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g7-fit.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 40, 41, 46, 48, 66 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2018, August'","b'Available. Released 2018, November'",b'153.2 x 71.9 x 8 mm (6.03 x 2.83 x 0.31 in)',b'156 g (5.50 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'","b'1, 3, 5, 7, 8, 20, 28, 38, 40 - EU'",,"b'LED flash, HDR, panorama'","b'4K@24/30fps, 1080p@30fps'","b'16 MP, f/2.2, 28mm (wide), 1/3.1"",  1.0\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'New Aurora Black, New Platinum Gray'","b'LM-Q850, LMQ850EM, LMQ850QM, LMQ850EMW'",b'About 200 EUR',,,,b'Fast charging 18W Quick Charge 3.0',,b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',b'32-bit/192kHz audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,,,,,,,,,,,,"b'8 MP, f/1.9, 26mm (wide), 1/4"", 1.12\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G7 One',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g7-one.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, August'","b'Available. Released 2018, October'",b'153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in)',b'156 g (5.50 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.3 cm2 (~82.9% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~563 ppi density)'","b'Android 8.1 (Oreo), upgradable to Android 10, Android One'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'microSDXC (uses shared SIM slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'",b'4K@30fps',"b'16 MP, f/1.6, 31mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, OIS'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3000 mAh, non-removable'","b'New Aurora Black, New Moroccan Blue'","b'LMQ910UM, LM-Q910, LM-X510K, LM-Q927L'",b'About 350 EUR',,,,b'Fast charging 18W Quick Charge 3.0 Power delivery 21W WPC&PMA wireless charging - US version only',,b'Dolby Vision Always-on display',b'32-bit/192kHz audio',,,,,,,,,,,,,,,,,,"b'8 MP, f/1.9, 26mm (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q8 (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q8-2018-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, August'","b'Available. Released 2018, August'",b'160.1 x 77.7 x 8.4 mm (6.30 x 3.06 x 0.33 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 99.7 cm2 (~80.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~389 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.6 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'Stereo FM radio with RDS',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3300 mAh, non-removable'","b'Aurora Black, Moroccan Blue'","b'LGM-X800L, LM-Q815S, LM-Q815K, LM-Q815L'",b'About 300 EUR',,,,b'Fast charging 18W Quick Charge 3.0',,b'eMMC 5.1',b'32-bit/192kHz audio',,,,,,,,,,,,,,,,,,"b'5 MP, 18mm (ultrawide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K11 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k11-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100 - LMX410YC',"b'1, 3, 5, 7, 8, 28, 38, 40 - LMX410YC'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, July'","b'Available. Released 2018, July'",b'148.7 x 75.3 x 8.7 mm (5.85 x 2.96 x 0.34 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'","b'Android 7.1.2 (Nougat), upgradable to Android 8.1 (Oreo)'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LMX410HC',,"b'LED flash, HDR'",b'1080p@30fps',"b'13 MP, f2.2, 26mm (wide), 1/3.1"", PDAF - LG K11+ 8 MP, f/2.2, 26mm (wide), 1/4.0"", PDAF - LG K11\xce\xb1'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market dependent)',"b'FM radio, RDS, recording'",b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Moroccan Blue, Terra Gold, Black'","b'LMX410, LMX410FC, LMX410YC, LMX410HC, LMX410EO, LMX410ZCW, LMX410BCW, LM-X410S'",b'About 140 EUR',,,,,,"b'2, 4, 5, 7, 17, 28, 66 - LMX410HC'",b'eMMC 5.1',,,"b'Glass front, aluminum back, plastic frame'",,,,,,,,,,,,,,,"b'5 MP, f/2.2, 18mm, 1/5"", 1.12\xc2\xb5m'",,,,,,,,,b'0.81 W/kg (head)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q Stylo 4',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylo-4-q710ms.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 13, 20, 38, 41, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, June'","b'Available. Released 2018, June'",b'160 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in)',b'172 g (6.07 oz)',b'Nano-SIM',b'IPS LCD',"b'6.2 inches, 99.2 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~390 ppi density)'","b'Android 8.1 (Oreo), LG UX 7'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'Stylus',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.4, PDAF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3300 mAh, non-removable'",b'Aurora Black',"b'LM-Q710(FGN), LM-Q710.FGN, Q710AL, LML713DL, Q710PL'",b'About 250 EUR',,,,b'Charging 10W',,b'eMMC 5.1',,,,,,,b'1.12 W/kg (head) \xc2\xa0 \xc2\xa0 1.22 W/kg (body)',,b'240 USD',,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q Stylus',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, June'","b'Available. Released 2018, August'",b'160.1 x 77.7 x 8.1 mm (6.30 x 3.06 x 0.32 in)',b'171 g (6.03 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 99.7 cm2 (~80.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~389 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6750 - Q Stylus/Q Stylus \xce\xb1',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q Stylus/Q Stylus \xce\xb1Octa-core 1.8 GHz',b'Mali-T860MP2 - Q Stylus/Q Stylus \xce\xb1',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'Stylus IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, PDAF (Q Stylus \xce\xb1) 16 MP, PDAF (Q Stylus/ Q Stylus+)'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3300 mAh, non-removable'","b'Aurora Black, Moroccan Blue, Lavender Violet'","b'Q710, LM-Q710.FG'",b'About 300 EUR',,,,b'Charging 10W',,b'eMMC 5.1',,,,"b'Glass front, plastic back, aluminum frame'",,,,,,,,,,,,,,,b'8 MP or 5 MP - Q Stylus/Q Stylus+ 5 MP - Q Stylus \xce\xb1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V35 ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v35-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'151.7 x 75.4 x 7.3 mm (5.97 x 2.97 x 0.29 in)',b'157 g (5.54 oz)',b'Nano-SIM',"b'P-OLED, HDR10'","b'6.0 inches, 92.6 cm2 (~80.9% screen-to-body ratio)'","b'1440 x 2880 pixels, 18:9 ratio (~538 ppi density)'","b'Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (dedicated slot)',"b'64GB 6GB RAM, 128GB 6GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 720p@240fps, 24-bit/192kHz stereo sound rec., HDR10 video'","b'8 MP, f/1.9, 26mm (wide)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'Stereo FM radio with RDS',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum'","b'Li-Po 3300 mAh, non-removable'","b'New Aurora Black, New Platinum Gray'","b'LM-V350, LM-V350N'",b'About 350 EUR',"b'16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, 3-axis OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF'",,,"b'Fast charging 18W, 50% in 36 min (advertised) Quick Charge 3.0 USB Power Delivery 2.0 Wireless charging 10W'",,b'Always-on display',b'32-bit/192kHz audio B&O Play certified 24-bit/48kHz audio recording',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q7',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q7-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, May'","b'Available. Released 2018, June'",b'143.8 x 69.3 x 8.4 mm (5.66 x 2.73 x 0.33 in)',b'145 g (5.11 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 77.0 cm2 (~77.3% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~442 ppi density)'",b'Android 8.1 (Oreo)',"b'Mediatek MT6750S (28 nm) - Q7, Q7\xce\xb1Qualcomm SDM450 Snapdragon 450 (14 nm) - Q7+'","b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q7, Q7\xce\xb1Octa-core 1.8 GHz Cortex-A53 - Q7+'","b'Mali-T860MP2 - Q7, Q7\xce\xb1Adreno 506 - Q7+'",b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps (gyro-EIS)',"b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF (Q7, Q7\xce\xb1) 16 MP, PDAF (Q7+)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'Stereo FM radio with RDS',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'Aurora Black, Moroccan Blue, Lavender Violet'","b'LM-Q610, LM-Q610.FG, LM-Q610.FGN, LM-Q610(FGN), LM-Q610.YN, LM-Q725L'",b'About 150 EUR',,,,b'Fast charging 15W Pump Express+',,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,"b'5 MP (Q7\xce\xb1) 8 MP, f/1.9, 1/4"", 1.12\xc2\xb5m (Q7, Q7+)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G7 ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g7-thinq-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 42, 46 - Global'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps or Cat15 800/150 Mbps (region dependant)'","b'2018, May 02'","b'Available. Released 2018, June 01'",b'153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.0 cm2 (~82.6% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~564 ppi density)'","b'Android 8.0 (Oreo), upgradable to Android 10'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (dedicated slot) - single-SIM modelmicroSDXC (uses shared SIM slot) - dual-SIM model',"b'64GB 4GB RAM, 128GB 6GB RAM'",b'CDMA 800 / 1900 - USA',,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps, 720p@240fps, HDR, 24-bit/192kHz stereo sound rec.'","b'8 MP, f/1.9, 26mm (wide)'",b'1080p@60fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3000 mAh, non-removable'","b'New Platinum Gray, New Aurora Black, New Moroccan Blue, Raspberry Rose'","b'LM-G710, LM-G710N, LM-G710VM, G710, SM-G710'",b'$\xe2\x80\x89169.99 / \xe2\x82\xac\xe2\x80\x89329.00 / \xc2\xa3\xe2\x80\x89299.99',"b'16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", no AF'",,,b'Fast charging 18W Quick Charge 3.0 WPC&PMA wireless charging - US version only',,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',b'32-bit/192kHz audio',b'$\xe2\x80\x89169.99',,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',,,"b'AnTuTu: 259393 (v7), 297116 (v8) GeekBench: 8865 (v4.4), 2047 (v5.1) GFXBench: 18fps (ES 3.1 onscreen)'","b'Contrast ratio: 2044:1 (nominal), 3.978 (sunlight)'",b'Photo / Video',b'-24.5 LUFS (Very good)',b'Endurance rating 77h',,,,,,,,,,b'Noise -94.0dB / Crosstalk -93.0dB',,,,,,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 1.47 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V30S ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-v30s-thinq.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 12, 13, 20, 25, 26, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'2018, February'","b'Available. Released 2018, March'",b'151.7 x 75.4 x 7.3 mm (5.97 x 2.97 x 0.29 in)',b'158 g (5.57 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10'","b'6.0 inches, 92.6 cm2 (~80.9% screen-to-body ratio)'","b'1440 x 2880 pixels, 18:9 ratio (~538 ppi density)'","b'Android 8.0 (Oreo), LG UX 6'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'microSDXC (dedicated slot) - single-SIM modelmicroSDXC (uses shared SIM slot) - dual-SIM model',"b'128GB 6GB RAM, 256GB 6GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps, 720p@120fps, 24-bit/192kHz stereo sound rec., HDR video'","b'5 MP, f/2.2, 22mm (wide), 1/5"", 1.12\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'Stereo FM radio with RDS',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, color spectrum'","b'Li-Po 3300 mAh, non-removable'","b'New Maroccan Blue, New Platinum Gray'",b'US998R',b'About 300 EUR',"b'16 MP, f/1.6, 30mm (standard), 1/3.1"", 1.0\xc2\xb5m, PDAF, Laser AF, 3-axis OIS 13 MP, f/1.9, 13mm (ultrawide), 1/3.4"", 1.0\xc2\xb5m'",,,"b'Fast charging 18W, 50% in 36 min (advertised) Quick Charge 3.0 USB Power Delivery 2.0 Wireless charging 10W'",,b'Dolby Vision Always-on display',b'32-bit/192kHz audio B&O Play certified 24-bit/48kHz audio recording',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
